title,subtitle,authors,narrators,series,length,release_date,language,rating,no_of_ratings,regular_price,sales_price,category,genres,url
A Single Soul,,['L.A. Witt'],['Michael Ferraiuolo'],,Length: 4 hrs and 3 mins,Release date: 10-24-23,Language: English,5 out of 5 stars,11 ratings,$14.95,,,[],https://www.audible.com/pd/A-Single-Soul-Audiobook/B0CLH6V45S?qid=1702035873&sr=1-286&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_36&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Riches to Riches: Part Two,"Abbs Valley, Book 2",['Ames Mills'],"['Ada Sinclair', 'Patrick Zeller']",Abbs Valley,Length: 13 hrs and 45 mins,Release date: 11-14-23,Language: English,4.5 out of 5 stars,18 ratings,$49.99,,,[],https://www.audible.com/pd/Riches-to-Riches-Part-Two-Audiobook/B0CKTQ2CG8?qid=1702035873&sr=1-287&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_37&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Raiden,"Sons of the Fallen, Book 6",['Jaclyn Osborn'],['Nick J. Russo'],Sons of the Fallen,Length: 10 hrs and 38 mins,Release date: 10-18-23,Language: English,4.5 out of 5 stars,18 ratings,$24.95,,,[],https://www.audible.com/pd/Raiden-Audiobook/B0CL5NM225?qid=1702035873&sr=1-288&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_38&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Rougarou Rigmarole,"A Charlie Rhodes Cozy Mystery, Book 14",['Amanda M. Lee'],['Jennifer Jill Araya'],A Charlie Rhodes Cozy Mystery,Length: 8 hrs and 53 mins,Release date: 12-02-23,Language: English,5 out of 5 stars,11 ratings,$19.95,,,[],https://www.audible.com/pd/The-Rougarou-Rigmarole-Audiobook/B0CP68NRHR?qid=1702035873&sr=1-289&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_39&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Barbarians Inside the Gates and Other Controversial Essays,,['Thomas Sowell'],['Leon Nixon'],,Length: 8 hrs and 40 mins,Release date: 10-31-23,Language: English,5 out of 5 stars,10 ratings,$17.49,,,[],https://www.audible.com/pd/Barbarians-Inside-the-Gates-and-Other-Controversial-Essays-Audiobook/B0CL7S5V3Y?qid=1702035873&sr=1-290&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_40&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Blue Ribbon Romance,,['C.M. Nascosta'],['Troy Duran'],,Length: 7 hrs and 1 min,Release date: 10-24-23,Language: English,5 out of 5 stars,9 ratings,$17.49,,,[],https://www.audible.com/pd/A-Blue-Ribbon-Romance-Audiobook/B0CKS6N32M?qid=1702035873&sr=1-291&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_41&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Murder at Oxford,"The Kitty Worthington Mysteries, Book 6",['Magda Alexander'],['Kim Bretton'],Kitty Worthington Mysteries Series,Length: 6 hrs and 21 mins,Release date: 10-19-23,Language: English,5 out of 5 stars,9 ratings,$19.95,,,[],https://www.audible.com/pd/A-Murder-at-Oxford-Audiobook/B0CLB3JHHR?qid=1702035873&sr=1-292&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_42&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Overcome Unhealthy Relationships, Gaslighting, Anxious Attachment and Codependency",Master Self-Compassion and Self-Care to Ease Narcissistic Abuse Recovery and Enjoy Life,['Robert J. Charles'],['Rodney Tompkins'],,Length: 15 hrs and 2 mins,Release date: 11-14-23,Language: English,5 out of 5 stars,9 ratings,$24.95,,,[],https://www.audible.com/pd/Overcome-Unhealthy-Relationships-Gaslighting-Anxious-Attachment-and-Codependency-Audiobook/B0CNBL146L?qid=1702035873&sr=1-293&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_43&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Power, Part 1","The Burning Tree, Book 6",['Christopher Artinian'],['Kim Bretton'],The Burning Tree,Length: 10 hrs and 12 mins,Release date: 11-13-23,Language: English,5 out of 5 stars,9 ratings,$24.95,,,[],https://www.audible.com/pd/Power-Part-1-Audiobook/B0CN799ZX2?qid=1702035873&sr=1-294&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_44&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Romancing the Artist,"Return to Inglewood, Book 1",['Sally Britton'],['Marian Hussey'],Return to Inglewood,Length: 10 hrs and 7 mins,Release date: 10-25-23,Language: English,5 out of 5 stars,9 ratings,$24.95,,,[],https://www.audible.com/pd/Romancing-the-Artist-Audiobook/B0CLQ91RR7?qid=1702035873&sr=1-295&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_45&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Back to Basics,Lost in the Herbal Wilderness,['Common Sense Factor'],['Shania Lynn'],,Length: 4 hrs and 32 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,9 ratings,$14.95,,,[],https://www.audible.com/pd/Back-to-Basics-Audiobook/B0CNL41H7J?qid=1702035873&sr=1-296&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_46&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Dead Man of Storr,"A D.I. Duncan McAdam Mystery (The Misty Isle, Book 2)",['J M Dalgliesh'],['Angus King'],The Misty Isle,Length: 10 hrs and 9 mins,Release date: 11-19-23,Language: English,4.5 out of 5 stars,25 ratings,$24.95,,,[],https://www.audible.com/pd/The-Dead-Man-of-Storr-Audiobook/B0CLVQ15JQ?qid=1702035873&sr=1-297&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_47&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Nano Mage 1,An Isekai Gamelit Magic Series,['D. Levesque'],"['Garrett Finlay', 'Ellory Lane']",Nano Mage,Length: 9 hrs and 9 mins,Release date: 11-02-23,Language: English,4.5 out of 5 stars,25 ratings,$48.99,,,[],https://www.audible.com/pd/Nano-Mage-1-Audiobook/B0CLFJRCP3?qid=1702035873&sr=1-298&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_48&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
I'm in Love with the Villainess,"Light Novel, Vol. 1",['Inori'],['Courtney Shaw'],I'm in Love with the Villainess,Length: 6 hrs and 54 mins,Release date: 11-18-23,Language: English,5 out of 5 stars,14 ratings,$19.95,,,[],https://www.audible.com/pd/Im-in-Love-with-the-Villainess-Audiobook/B0CN7LCH1B?qid=1702035873&sr=1-299&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_49&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Kade Christmas,A Logan and Taylor Novella (Fallen Crest Series),['Tijan'],"['Summer Morton', 'Cooper North']",,Length: 3 hrs and 11 mins,Release date: 10-17-23,Language: English,5 out of 5 stars,13 ratings,$10.49,,,[],https://www.audible.com/pd/A-Kade-Christmas-Audiobook/B0CKWV8SCR?qid=1702035873&sr=1-300&ref_pageloadid=pLX0xteHRWFEErfq&ref=a_search_c3_lProduct_6_50&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AJDRYH0C4XJB97NK2000&pageLoadId=oTZP55QoBkj9Fbtj&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Single Soul,,['L.A. Witt'],['Michael Ferraiuolo'],,Length: 4 hrs and 3 mins,Release date: 10-24-23,Language: English,5 out of 5 stars,11 ratings,$14.95,,,[],https://www.audible.com/pd/A-Single-Soul-Audiobook/B0CLH6V45S?qid=1702035904&sr=1-301&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Riches to Riches: Part Two,"Abbs Valley, Book 2",['Ames Mills'],"['Ada Sinclair', 'Patrick Zeller']",Abbs Valley,Length: 13 hrs and 45 mins,Release date: 11-14-23,Language: English,4.5 out of 5 stars,18 ratings,$49.99,,,[],https://www.audible.com/pd/Riches-to-Riches-Part-Two-Audiobook/B0CKTQ2CG8?qid=1702035904&sr=1-302&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Raiden,"Sons of the Fallen, Book 6",['Jaclyn Osborn'],['Nick J. Russo'],Sons of the Fallen,Length: 10 hrs and 38 mins,Release date: 10-18-23,Language: English,4.5 out of 5 stars,18 ratings,$24.95,,,[],https://www.audible.com/pd/Raiden-Audiobook/B0CL5NM225?qid=1702035904&sr=1-303&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Rougarou Rigmarole,"A Charlie Rhodes Cozy Mystery, Book 14",['Amanda M. Lee'],['Jennifer Jill Araya'],A Charlie Rhodes Cozy Mystery,Length: 8 hrs and 53 mins,Release date: 12-02-23,Language: English,5 out of 5 stars,11 ratings,$19.95,,,[],https://www.audible.com/pd/The-Rougarou-Rigmarole-Audiobook/B0CP68NRHR?qid=1702035904&sr=1-304&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Barbarians Inside the Gates and Other Controversial Essays,,['Thomas Sowell'],['Leon Nixon'],,Length: 8 hrs and 40 mins,Release date: 10-31-23,Language: English,5 out of 5 stars,10 ratings,$17.49,,,[],https://www.audible.com/pd/Barbarians-Inside-the-Gates-and-Other-Controversial-Essays-Audiobook/B0CL7S5V3Y?qid=1702035904&sr=1-305&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The First Collected Tales of Bauchelain and Korbal Broach,Three Short Novels of the Malazan Empire (Malazan Book of the Fallen Series),['Steven Erikson'],['Nicholas Boulton'],The Malazan Book Of The Fallen,Length: 8 hrs and 51 mins,Release date: 11-28-23,Language: English,5 out of 5 stars,9 ratings,$25.19,,,[],https://www.audible.com/pd/The-First-Collected-Tales-of-Bauchelain-and-Korbal-Broach-Audiobook/B0CKZJ22P7?qid=1702035904&sr=1-306&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Blue Ribbon Romance,,['C.M. Nascosta'],['Troy Duran'],,Length: 7 hrs and 1 min,Release date: 10-24-23,Language: English,5 out of 5 stars,9 ratings,$17.49,,,[],https://www.audible.com/pd/A-Blue-Ribbon-Romance-Audiobook/B0CKS6N32M?qid=1702035904&sr=1-307&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Murder at Oxford,"The Kitty Worthington Mysteries, Book 6",['Magda Alexander'],['Kim Bretton'],Kitty Worthington Mysteries Series,Length: 6 hrs and 21 mins,Release date: 10-19-23,Language: English,5 out of 5 stars,9 ratings,$19.95,,,[],https://www.audible.com/pd/A-Murder-at-Oxford-Audiobook/B0CLB3JHHR?qid=1702035904&sr=1-308&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Overcome Unhealthy Relationships, Gaslighting, Anxious Attachment and Codependency",Master Self-Compassion and Self-Care to Ease Narcissistic Abuse Recovery and Enjoy Life,['Robert J. Charles'],['Rodney Tompkins'],,Length: 15 hrs and 2 mins,Release date: 11-14-23,Language: English,5 out of 5 stars,9 ratings,$24.95,,,[],https://www.audible.com/pd/Overcome-Unhealthy-Relationships-Gaslighting-Anxious-Attachment-and-Codependency-Audiobook/B0CNBL146L?qid=1702035904&sr=1-309&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Power, Part 1","The Burning Tree, Book 6",['Christopher Artinian'],['Kim Bretton'],The Burning Tree,Length: 10 hrs and 12 mins,Release date: 11-13-23,Language: English,5 out of 5 stars,9 ratings,$24.95,,,[],https://www.audible.com/pd/Power-Part-1-Audiobook/B0CN799ZX2?qid=1702035904&sr=1-310&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Romancing the Artist,"Return to Inglewood, Book 1",['Sally Britton'],['Marian Hussey'],Return to Inglewood,Length: 10 hrs and 7 mins,Release date: 10-25-23,Language: English,5 out of 5 stars,9 ratings,$24.95,,,[],https://www.audible.com/pd/Romancing-the-Artist-Audiobook/B0CLQ91RR7?qid=1702035904&sr=1-311&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Back to Basics,Lost in the Herbal Wilderness,['Common Sense Factor'],['Shania Lynn'],,Length: 4 hrs and 32 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,9 ratings,$14.95,,,[],https://www.audible.com/pd/Back-to-Basics-Audiobook/B0CNL41H7J?qid=1702035904&sr=1-312&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Dead Man of Storr,"A D.I. Duncan McAdam Mystery (The Misty Isle, Book 2)",['J M Dalgliesh'],['Angus King'],The Misty Isle,Length: 10 hrs and 9 mins,Release date: 11-19-23,Language: English,4.5 out of 5 stars,25 ratings,$24.95,,,[],https://www.audible.com/pd/The-Dead-Man-of-Storr-Audiobook/B0CLVQ15JQ?qid=1702035904&sr=1-313&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Nano Mage 1,An Isekai Gamelit Magic Series,['D. Levesque'],"['Garrett Finlay', 'Ellory Lane']",Nano Mage,Length: 9 hrs and 9 mins,Release date: 11-02-23,Language: English,4.5 out of 5 stars,25 ratings,$48.99,,,[],https://www.audible.com/pd/Nano-Mage-1-Audiobook/B0CLFJRCP3?qid=1702035904&sr=1-314&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Esoterica: The Omnibus,The Lovecraftian Saga,['Virgil Knightley'],"['Bruno Anderson', 'Peggy Greyson']",Esoterica Chronicles,Length: 29 hrs and 40 mins,Release date: 10-16-23,Language: English,5 out of 5 stars,13 ratings,$48.99,,,[],https://www.audible.com/pd/Esoterica-The-Omnibus-Audiobook/B0CL18RDQN?qid=1702035904&sr=1-315&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
I'm in Love with the Villainess,"Light Novel, Vol. 1",['Inori'],['Courtney Shaw'],I'm in Love with the Villainess,Length: 6 hrs and 54 mins,Release date: 11-18-23,Language: English,5 out of 5 stars,14 ratings,$19.95,,,[],https://www.audible.com/pd/Im-in-Love-with-the-Villainess-Audiobook/B0CN7LCH1B?qid=1702035904&sr=1-316&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Kade Christmas,A Logan and Taylor Novella (Fallen Crest Series),['Tijan'],"['Summer Morton', 'Cooper North']",,Length: 3 hrs and 11 mins,Release date: 10-17-23,Language: English,5 out of 5 stars,13 ratings,$10.49,,,[],https://www.audible.com/pd/A-Kade-Christmas-Audiobook/B0CKWV8SCR?qid=1702035904&sr=1-317&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Love the Way You Spy,"Masters and Mercenaries: New Recruits, Book 1",['Lexi Blake'],['Ryan West'],Masters and Mercenaries: New Recruits,Length: 14 hrs and 32 mins,Release date: 11-28-23,Language: English,4.5 out of 5 stars,17 ratings,$20.99,,,[],https://www.audible.com/pd/Love-the-Way-You-Spy-Audiobook/B0CNBQ7XPD?qid=1702035904&sr=1-318&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Battlemaster's War,"A LitRPG Monster Girl Harem Adventure (Tournion, Book 3)",['Nathan Pierce'],"['Christian J. Gilliland', 'Jessica Threet']",Tournion,Length: 12 hrs and 16 mins,Release date: 11-17-23,Language: English,4.5 out of 5 stars,18 ratings,$24.95,,,[],https://www.audible.com/pd/Battlemasters-War-Audiobook/B0CNHG2RMH?qid=1702035904&sr=1-319&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dead Storm Rising,"The Line, Book 2",['Shane Gries'],['Talon Beeson'],The Line,Length: 9 hrs and 25 mins,Release date: 10-03-23,Language: English,4.5 out of 5 stars,17 ratings,$19.95,,,[],https://www.audible.com/pd/Dead-Storm-Rising-Audiobook/B0CKC6PTTK?qid=1702035904&sr=1-320&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Lords of Misrule,"Roundheads & Cavaliers, Book 4",['Stella Riley'],['Alex Wyndham'],Roundheads and Cavaliers,Length: 18 hrs and 31 mins,Release date: 10-12-23,Language: English,4.5 out of 5 stars,17 ratings,$24.95,,,[],https://www.audible.com/pd/Lords-of-Misrule-Audiobook/B0CKXW4WWW?qid=1702035904&sr=1-321&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_21&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Kismet,,['Ashley James'],"['Oliver Highpoint', 'Silas Hart']",,Length: 11 hrs and 57 mins,Release date: 11-01-23,Language: English,4.5 out of 5 stars,43 ratings,$24.95,,,[],https://www.audible.com/pd/Kismet-Audiobook/B0CL7DT45N?qid=1702035904&sr=1-322&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_22&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
After Us,"The Abyss, Book 3",['Nathan Hystad'],['Marc Vietor'],The Abyss,Length: 9 hrs and 16 mins,Release date: 11-07-23,Language: English,4.5 out of 5 stars,25 ratings,$19.95,,,[],https://www.audible.com/pd/After-Us-Audiobook/B0CLGQ5KXW?qid=1702035904&sr=1-323&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_23&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Shadowcroft Academy for Dungeons: Year Three,,"['James Hunter', 'Aaron Michael Ritchey']",['Henry Kramer'],Shadowcroft Academy For Dungeons,Length: 19 hrs and 52 mins,Release date: 10-17-23,Language: English,4.5 out of 5 stars,24 ratings,$24.95,,,[],https://www.audible.com/pd/Shadowcroft-Academy-for-Dungeons-Year-Three-Audiobook/B0CKZHGWHT?qid=1702035904&sr=1-324&ref_pageloadid=oTZP55QoBkj9Fbtj&ref=a_search_c3_lProduct_7_24&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7V3EXN0SCHF5XJFBJV66&pageLoadId=AuYdGkzRLCGGGtkN&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
