title,subtitle,authors,narrators,series,length,release_date,language,rating,no_of_ratings,regular_price,sales_price,category,genres,url
Naughty-ish,A Naughty Next-Door Neighbor Holiday Romance,['L.B. Dunbar'],"['Stella Hunter', 'Teddy Hamilton']",Holiday HOTTIES,Length: 4 hrs and 54 mins,Release date: 11-16-23,Language: English,4.5 out of 5 stars,26 ratings,$14.95,,,[],https://www.audible.com/pd/Naughty-ish-Audiobook/B0CNDDC438?qid=1702035753&sr=1-99&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_49&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Caught Stealing,"Leighton U, Book 2",['CE Ricci'],"['Jacob Morgan', 'Christian Fox']",Leighton U,Length: 10 hrs and 24 mins,Release date: 12-03-23,Language: English,5 out of 5 stars,20 ratings,$24.95,,,[],https://www.audible.com/pd/Caught-Stealing-Audiobook/B0CP8LQKQN?qid=1702035753&sr=1-100&ref_pageloadid=QQIKujzPIO3LsNQD&ref=a_search_c3_lProduct_2_50&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X4P1M2CDZQES0R0DC4Q5&pageLoadId=TGDi5u2AvY9lIYtJ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Small Magics,,['Ilona Andrews'],"['Hillary Huber', 'Michael Glenn']",Kate Daniels,Length: 10 hrs and 46 mins,Release date: 11-24-23,Language: English,5 out of 5 stars,32 ratings,$48.99,,,[],https://www.audible.com/pd/Small-Magics-Audiobook/B0CMS9TS3B?qid=1702035786&sr=1-101&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Ignite,,['Joan Vassar'],['JD Jackson'],,Length: 9 hrs and 46 mins,Release date: 11-24-23,Language: English,5 out of 5 stars,32 ratings,$24.49,,,[],https://www.audible.com/pd/Ignite-Audiobook/B0CMYT8FYF?qid=1702035786&sr=1-102&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Understanding Type 2 Diabetes and High Blood Pressure (2 Books in 1),"Simple Steps to Avoid Complications, Reduce Medical Expenses, Decrease Stress, and Live a Healthy & Proactive Life",['Dr. Ashley Sullivan PharmD'],['Pam Hurley'],,Length: 8 hrs and 25 mins,Release date: 11-18-23,Language: English,5 out of 5 stars,16 ratings,$19.95,,,[],https://www.audible.com/pd/Understanding-Type-2-Diabetes-and-High-Blood-Pressure-2-Books-in-1-Audiobook/B0CN7KCSLL?qid=1702035786&sr=1-103&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dr. Fake Fiancé,"The Doctors Series, Book 4",['Louise Bay'],"['Shane East', 'Andi Arndt']",Doctors,Length: 8 hrs and 26 mins,Release date: 11-09-23,Language: English,4.5 out of 5 stars,64 ratings,$19.95,,,[],https://www.audible.com/pd/Dr-Fake-Fiance-Audiobook/B0CMJRCD7X?qid=1702035786&sr=1-104&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
How a Realist Hero Rebuilt the Kingdom: Volume 7,"How a Realist Hero Rebuilt the Kingdom Series, Book 7",['Dojyomaru'],['BJ Harrison'],How a Realist Hero Rebuilt the Kingdom,Length: 7 hrs and 35 mins,Release date: 11-14-23,Language: English,5 out of 5 stars,21 ratings,$17.49,,,[],https://www.audible.com/pd/How-a-Realist-Hero-Rebuilt-the-Kingdom-Volume-7-Audiobook/B0CLVSW8BP?qid=1702035786&sr=1-105&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
On a Night Like This,"Winter Nights, Book 3",['Liz Maverick'],"['Dara Rosenberg', 'Andrew Eiden']",Winter Nights,Length: 3 hrs and 34 mins,Release date: 11-16-23,Language: English,4.5 out of 5 stars,613 ratings,$24.95,,,[],https://www.audible.com/pd/On-a-Night-Like-This-Audiobook/B0CMBVQKPT?qid=1702035786&sr=1-106&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Our Own Way 2,A Slice of Life Men's Romance,['Misty Vixen'],['Melanie Hastings'],Our Own Way,Length: 12 hrs and 41 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,30 ratings,$48.99,,,[],https://www.audible.com/pd/Our-Own-Way-2-Audiobook/B0CN7G4Y8K?qid=1702035786&sr=1-107&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
In the City of Men,"A Dream of Wings & Flame, Book 2",['Cale Plamann'],['Neil Hellegers'],Dream of Wings & Flame,Length: 12 hrs and 30 mins,Release date: 11-03-23,Language: English,4.5 out of 5 stars,56 ratings,$24.95,,,[],https://www.audible.com/pd/In-the-City-of-Men-Audiobook/B0CMDGFG5K?qid=1702035786&sr=1-108&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Brokedown Prophets,,"['S. A. Cosby', 'Kevin Hart', 'Charlamagne Tha God', 'SBH Productions']",['full cast'],,Length: 4 hrs and 9 mins,Release date: 11-22-23,Language: English,4.5 out of 5 stars,56 ratings,$24.95,,,[],https://www.audible.com/pd/Brokedown-Prophets-Audiobook/B0CN7LDGTX?qid=1702035786&sr=1-109&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Mental Health Workbook for Sensitive Teens,Emotional Growth Strategies for Nurturing Mental Health Wellness and Resilience to Find Inner Peace,"['Reshad Nazari', 'Lema Hedayat MD']",['Mandy Biggers'],,Length: 3 hrs,Release date: 12-02-23,Language: English,5 out of 5 stars,15 ratings,$14.95,,,[],https://www.audible.com/pd/Mental-Health-Workbook-for-Sensitive-Teens-Audiobook/B0CNV26MJZ?qid=1702035786&sr=1-110&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Say I Do,"Vitale Brothers, Book 3","['Brea Alepoú', 'Skyler Snow']",['Declan Winters'],Vitale Brothers,Length: 12 hrs and 27 mins,Release date: 11-20-23,Language: English,5 out of 5 stars,19 ratings,$24.95,,,[],https://www.audible.com/pd/Say-I-Do-Audiobook/B0CNQQS15Z?qid=1702035786&sr=1-111&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
End of the Line,"Rail Riders, Book 1",['Nicky James'],['Nick J. Russo'],Rail Riders,Length: 10 hrs and 56 mins,Release date: 11-16-23,Language: English,5 out of 5 stars,19 ratings,$24.95,,,[],https://www.audible.com/pd/End-of-the-Line-Audiobook/B0CNDK8X2M?qid=1702035786&sr=1-112&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Cruel Lies,"Messina Crime Family, Book 2",['Lilian Harris'],"['Troy Duran', 'Brooke Daniels']",Messina Crime Family,Length: 9 hrs and 43 mins,Release date: 11-10-23,Language: English,5 out of 5 stars,27 ratings,$19.95,,,[],https://www.audible.com/pd/Cruel-Lies-Audiobook/B0CLVPD8C7?qid=1702035786&sr=1-113&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Exiled Heir,"The Empty Throne Trilogy, Book 1",['Kai Butler'],['Greg Tremblay'],Empty Throne Trilogy,Length: 13 hrs and 15 mins,Release date: 10-24-23,Language: English,4.5 out of 5 stars,46 ratings,$24.95,,,[],https://www.audible.com/pd/Exiled-Heir-Audiobook/B0CLLMNYRG?qid=1702035786&sr=1-114&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Amazon Apocalypse,,['Marvin Knight'],"['Jack Douglas', 'Jessica Threet']",Amazon Apocalypse,Length: 20 hrs and 46 mins,Release date: 10-27-23,Language: English,4.5 out of 5 stars,157 ratings,$54.99,,,[],https://www.audible.com/pd/Amazon-Apocalypse-Audiobook/B0CKY8XT18?qid=1702035786&sr=1-115&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dark Psychology and Gaslighting Manipulation,How to Recognize and Unmask the People Who Use Dark Power Against You & Develop Necessary Skills to Prevent Yourself from Being Manipulated,['Clarissa Fletcher'],"['Jeff Harvey', 'Marlon Jacobs']",,Length: 3 hrs and 1 min,Release date: 11-20-23,Language: English,5 out of 5 stars,26 ratings,$14.95,,,[],https://www.audible.com/pd/Dark-Psychology-and-Gaslighting-Manipulation-Audiobook/B0CNKYPCL1?qid=1702035786&sr=1-116&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Rak Chazak,An Ancient Hebrew War Cry to Inspire Extraordinary Courage in Your Everyday Life.,['Cody Bobay'],"['Cody Bobay', 'Paul Cartwright']",,Length: 2 hrs and 58 mins,Release date: 11-28-23,Language: English,5 out of 5 stars,14 ratings,$6.95,,,[],https://www.audible.com/pd/Rak-Chazak-Audiobook/B0CP4M3WS8?qid=1702035786&sr=1-117&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Natural Medicine Guidebook,"How to Source, Grow, and Make Your Own Herbal Remedies, Including Teas, Essential Oils, and Infusions",['Stephen H Sharp'],['Courtney Pinkerton'],,Length: 4 hrs and 32 mins,Release date: 12-04-23,Language: English,5 out of 5 stars,14 ratings,$14.95,,,[],https://www.audible.com/pd/The-Natural-Medicine-Guidebook-Audiobook/B0CP6V97NG?qid=1702035786&sr=1-118&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Smart Money,The Practical Guide to Personal Finance for Teens and Young Adults: Empower Your Financial Future with Essential Money Skills and Strategies,['Amy Acevedo'],['Kate Jensen'],,Length: 3 hrs and 55 mins,Release date: 12-03-23,Language: English,5 out of 5 stars,15 ratings,$14.95,,,[],https://www.audible.com/pd/Smart-Money-Audiobook/B0CP4STW84?qid=1702035786&sr=1-119&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Discovering America's National Parks,A Complete Guide,['William Peterson'],['Gary Middleton'],,Length: 4 hrs and 39 mins,Release date: 11-20-23,Language: English,5 out of 5 stars,14 ratings,$14.95,,,[],https://www.audible.com/pd/Discovering-Americas-National-Parks-Audiobook/B0CNL4TQXV?qid=1702035786&sr=1-120&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Food Stamp Warrior,A Memoir,['John Deaton'],['John Deaton'],,Length: 10 hrs and 50 mins,Release date: 10-31-23,Language: English,5 out of 5 stars,18 ratings,$24.95,,,[],https://www.audible.com/pd/Food-Stamp-Warrior-Audiobook/B0CM71WHZ7?qid=1702035786&sr=1-121&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_21&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Ice,"Guardian Security Shadow World, Book 11",['Kris Michaels'],['Matt Haynes'],Guardian Security Shadow World,Length: 6 hrs and 47 mins,Release date: 11-10-23,Language: English,5 out of 5 stars,18 ratings,$19.95,,,[],https://www.audible.com/pd/Ice-Audiobook/B0CN3M8DM5?qid=1702035786&sr=1-122&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_22&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Hellprinces: A LitRPG Adventure,"Salvos, Book 9",['V.A. Lewis'],['Tess Irondale'],Salvos,Length: 20 hrs and 43 mins,Release date: 11-21-23,Language: English,4.5 out of 5 stars,42 ratings,$49.99,,,[],https://www.audible.com/pd/Hellprinces-A-LitRPG-Adventure-Audiobook/B0CLDB9854?qid=1702035786&sr=1-123&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_23&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
SHRM-CP Exam Study Guide - Crash Course & Test Prep,SHRM SCP Review for the Society for Human Resource Management - Certified Professional Exam: Practice Questions Edition,['Jeff Woodson'],['Helpful Matthew'],,Length: 7 hrs and 1 min,Release date: 11-06-23,Language: English,5 out of 5 stars,25 ratings,$19.95,,,[],https://www.audible.com/pd/SHRM-CP-Exam-Study-Guide-Crash-Course-Test-Prep-Audiobook/B0CMK58J4J?qid=1702035786&sr=1-124&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_24&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Path of Stars,"Guardian of Aster Fall, Book 5",['David North'],"['John Pirhalla', 'Stephanie Nemeth-Parker']",Guardian of Aster Fall,Length: 20 hrs and 2 mins,Release date: 11-10-23,Language: English,4.5 out of 5 stars,41 ratings,$29.95,,,[],https://www.audible.com/pd/Path-of-Stars-Audiobook/B0CN1M6HPR?qid=1702035786&sr=1-125&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_25&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Catnip Charms,A Nine Lives Magic Mystery,['Danielle Garrett'],['Amanda Ronconi'],Nine Lives Magic Mystery,Length: 5 hrs and 3 mins,Release date: 10-18-23,Language: English,4.5 out of 5 stars,40 ratings,$19.95,,,[],https://www.audible.com/pd/Catnip-Charms-Audiobook/B0CL7MGM3K?qid=1702035786&sr=1-126&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_26&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Movie of Me to the Movie of We,,"['Raghu Markus', 'Duncan Trussell']","['Raghu Markus', 'Duncan Trussell']",,Length: 10 hrs and 36 mins,Release date: 10-26-23,Language: English,5 out of 5 stars,24 ratings,$24.95,,,[],https://www.audible.com/pd/The-Movie-of-Me-to-the-Movie-of-We-Audiobook/B0CLWF3XN2?qid=1702035786&sr=1-127&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_27&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Infamous Park Avenue Prince,"Park Avenue Princes, Book 1",['Ella Frank'],"['Perry Bishop', 'Aiden Snow']",Park Avenue Princes,Length: 10 hrs and 7 mins,Release date: 11-21-23,Language: English,4.5 out of 5 stars,39 ratings,$24.95,,,[],https://www.audible.com/pd/Infamous-Park-Avenue-Prince-Audiobook/B0CMBCWTV6?qid=1702035786&sr=1-128&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_28&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Turkeys,,"['Lucy Lennox', 'May Arhcer']",['Michael Dean'],Licking Thicket,Length: 5 hrs and 52 mins,Release date: 11-22-23,Language: English,5 out of 5 stars,18 ratings,$19.95,,,[],https://www.audible.com/pd/Turkeys-Audiobook/B0CNTTDQKP?qid=1702035786&sr=1-129&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_29&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Rebel Heart,"Saint View Rebels, Book 3",['Elle Thorpe'],"['Michelle Sparks', 'Michael Gallagher', 'Gregory Salinas', 'Troy Duran']",Saint View Rebels,Length: 10 hrs and 39 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,17 ratings,$24.95,,,[],https://www.audible.com/pd/Rebel-Heart-Audiobook/B0CNHWPNJV?qid=1702035786&sr=1-130&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_30&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Let's Do This,,['Loren Leigh'],"['Liam DiCosimo', 'Tim Paige']",,Length: 10 hrs and 34 mins,Release date: 11-21-23,Language: English,5 out of 5 stars,18 ratings,$24.95,,,[],https://www.audible.com/pd/Lets-Do-This-Audiobook/B0CNSL2SP7?qid=1702035786&sr=1-131&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_31&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Crowning Destiny,"The Fae Chronicles, Book 7",['Amelia Hutchins'],['Sarah Puckett'],The Fae Chronicles,Length: 10 hrs and 22 mins,Release date: 10-31-23,Language: English,5 out of 5 stars,17 ratings,$24.95,,,[],https://www.audible.com/pd/Crowning-Destiny-Audiobook/B0CM6WLJ2K?qid=1702035786&sr=1-132&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_32&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Unconditional,,['Q.B. Tyler'],"['Christian Fox', 'Addison Barnes']",,Length: 8 hrs and 59 mins,Release date: 11-06-23,Language: English,4.5 out of 5 stars,37 ratings,$19.95,,,[],https://www.audible.com/pd/Unconditional-Audiobook/B0CM4PDJYJ?qid=1702035786&sr=1-133&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_33&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Chasmfall,"The Weirkey Chronicles, Book 4",['Sarah Lin'],['Travis Baldree'],The Weirkey Chronicles,Length: 7 hrs and 40 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,24 ratings,$19.95,,,[],https://www.audible.com/pd/Chasmfall-Audiobook/B0CNKVXB79?qid=1702035786&sr=1-134&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_34&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Fury,"Fury Brothers, Book 1",['Anna Hackett'],"['Aiden Snow', 'Erin Mallon']",Fury Brothers,Length: 5 hrs and 34 mins,Release date: 11-07-23,Language: English,4.5 out of 5 stars,36 ratings,$19.95,,,[],https://www.audible.com/pd/Fury-Audiobook/B0CMV8335W?qid=1702035786&sr=1-135&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_35&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Make-Believe Match,"Cherry Tree Harbor, Book 3",['Melanie Harlow'],"['Robert Hatchet', 'CJ Bloom']",Cherry Tree Harbor,Length: 8 hrs and 46 mins,Release date: 12-02-23,Language: English,5 out of 5 stars,14 ratings,$19.95,,,[],https://www.audible.com/pd/Make-Believe-Match-Audiobook/B0CP9VM3YS?qid=1702035786&sr=1-136&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_36&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dirty Crazy Bad: The Complete Collection,Dirty Crazy Bad Duet,['Siobhan Davis'],"['Ramona Master', 'Michael Gallagher']",Dirty Crazy Bad Duet,Length: 31 hrs and 47 mins,Release date: 11-15-23,Language: English,5 out of 5 stars,13 ratings,$29.95,,,[],https://www.audible.com/pd/Dirty-Crazy-Bad-The-Complete-Collection-Audiobook/B0CM3ZLVW5?qid=1702035786&sr=1-137&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_37&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
